age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,experience_category,skill_level
21,Male,70.08640065,61.64473483,71.43547595,Mechanical,51.62843067,65.64159049,71.34150371,76.02694711,0,No,1,Not Willing,Not Relevant,6.133935102,15.03369406,Tier 2,Not Matched,High,Not Required,0.0,No,3.0,Not Willing,Not Placed,Fresher,Medium
22,Male,71.71741736,79.8376717,75.92715743,Mechanical,40.45795285,68.38451127,61.76577398,73.29884661,1,Yes,1,Not Willing,Relevant,6.684313594,7.291624676,Tier 2,Matched,High,Not Required,0.0,No,0.0,Not Willing,Not Placed,Fresher,Low
28,Female,66.57980737,72.96161015,72.54072168,Computer Science,53.05031445,49.65102868,69.30234937,73.57741888,1,No,1,Willing,Relevant,10.09975424,6.146385773,Tier 1,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
26,Female,60.48760419,79.67533695,66.37410107,Others,67.95778042,72.37353226,72.13617298,95.64025573,3,No,4,Not Willing,Not Relevant,5.025699741,10.59357974,Tier 2,Matched,Medium,Required,15.0,No,12.0,Willing,Placed,Junior,Medium
29,Female,74.8838052,78.37321197,78.98739648,Information Technology,90.18564315,60.98518492,89.79159517,91.98505136,0,No,1,Not Willing,Relevant,6.409982752,7.186143045,Tier 1,Matched,Low,Not Required,0.0,No,0.0,Not Willing,Placed,Senior,High
22,Female,77.50944006,68.30745727,68.55426399,Information Technology,61.43035338,62.70810196,79.63876146,72.29544085,2,Yes,1,Willing,Relevant,2.158011739,5.691561334,Tier 1,Matched,Medium,Not Required,0.0,No,6.0,Willing,Placed,Fresher,Medium
23,Female,63.57938478,62.35934787,91.64076622,Electronics,84.45247011,69.24052808,66.52974258,83.32309634,1,No,3,Not Willing,Relevant,5.491387753,11.10708314,Tier 1,Not Matched,Low,Not Required,0.0,No,0.0,Not Willing,Placed,Junior,High
29,Female,79.28309451,76.50608182,74.87853323,Information Technology,54.24507576,50.19390182,94.16722584,75.74853721,1,No,5,Willing,Not Relevant,6.082409949,6.343044544,Tier 1,Matched,High,Not Required,0.0,Yes,6.0,Not Willing,Not Placed,Senior,Medium
29,Female,69.3396117,70.82946633,74.92989198,Electronics,81.40874011,75.38710339,65.10606066,80.59397173,1,No,2,Not Willing,Relevant,7.696366086,8.318117796,Tier 2,Not Matched,Low,Not Required,60.0,No,0.0,Willing,Placed,Senior,High
33,Female,62.39412806,84.9766654,80.53767149,Electronics,65.79378829,71.19888771,75.86136863,79.37719065,0,Yes,5,Not Willing,Relevant,5.380540784,7.341330363,Tier 1,Not Matched,Low,Not Required,15.0,No,0.0,Not Willing,Placed,Senior,Medium
26,Male,69.73587202,73.91291657,70.21914597,Mechanical,57.31587042,71.77053967,69.2606679,78.88382432,3,Yes,3,Not Willing,Relevant,8.710931769,7.05393591,Tier 3,Matched,Low,Required,0.0,No,12.0,Willing,Not Placed,Junior,Medium
34,Female,60.0744212,69.1186241,73.67928867,Computer Science,76.41486504,51.94192341,62.0995519,67.42006812,0,No,3,Not Willing,Relevant,6.918353634,10.60736247,Tier 2,Matched,Medium,Not Required,90.0,No,6.0,Willing,Not Placed,Senior,High
23,Female,74.89420835,74.8811998,76.73941388,Information Technology,63.82439354,69.68960738,74.21564719,66.19452624,1,No,2,Not Willing,Relevant,6.603339289,10.55386264,Tier 2,Not Matched,Low,Not Required,30.0,No,18.0,Not Willing,Not Placed,Junior,Medium
25,Male,72.43626109,73.56285611,75.88951888,Electronics,74.18810901,72.9395566,62.860595,70.61428971,0,No,4,Willing,Not Relevant,4.780898838,10.00455175,Tier 2,Matched,Low,Not Required,15.0,No,3.0,Not Willing,Placed,Junior,Medium
22,Female,61.49500507,90.42205497,74.64725834,Mechanical,65.82682097,67.58692624,57.40970916,55.2840592,2,No,1,Willing,Relevant,5.55868781,7.184441027,Tier 3,Matched,Medium,Not Required,90.0,No,0.0,Not Willing,Not Placed,Fresher,Medium
27,Female,60.25845325,69.65770422,81.10726155,Mechanical,57.5369865,77.08678559,69.17280495,57.51127215,1,No,0,Willing,Relevant,9.249508307,11.30686484,Tier 1,Matched,Medium,Not Required,15.0,Yes,0.0,Willing,Not Placed,Junior,Medium
30,Male,52.47223658,68.87450459,78.60014529,Computer Science,78.33849081,60.51785055,66.2823551,83.1332141,1,Yes,1,Willing,Relevant,7.586039841,6.82980054,Tier 2,Matched,Low,Not Required,60.0,No,0.0,Willing,Placed,Senior,High
31,Male,66.84217985,79.11711316,78.9322348,Mechanical,64.0926491,71.28980969,64.14047277,90.21761009,1,Yes,2,Not Willing,Relevant,4.026670939,5.051592919,Tier 1,Not Matched,Medium,Not Required,30.0,No,0.0,Not Willing,Placed,Senior,Medium
28,Female,65.31695995,74.52078571,73.43929665,Others,71.53592292,61.15403352,45.0,81.90466688,2,No,1,Not Willing,Relevant,5.757048121,9.260683702,Tier 2,Matched,Low,Not Required,30.0,No,0.0,Not Willing,Not Placed,Junior,Medium
26,Male,67.7017693,72.01438305,65.83734771,Others,40.92516883,71.13398052,71.73511467,73.48739311,0,No,4,Not Willing,Relevant,6.839063081,4.723893683,Tier 1,Not Matched,Low,Not Required,15.0,No,6.0,Not Willing,Not Placed,Junior,Low
28,Male,64.41590045,61.62361316,67.80000058,Electronics,61.03661405,40.0,87.50751535,92.01568644,1,No,2,Not Willing,Not Relevant,3.919163091,7.680589541,Tier 1,Not Matched,Medium,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
22,Male,78.26765427,71.87779112,69.4605934,Computer Science,69.21113495,67.7742871,63.46384041,49.92268618,0,No,0,Willing,Relevant,8.985040635,6.520467537,Tier 1,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Fresher,Medium
23,Male,64.30050437,73.37427338,69.57313049,Information Technology,77.95314915,69.19560833,58.32543979,94.35451483,3,No,0,Not Willing,Relevant,6.612552823,5.51403663,Tier 2,Matched,Low,Required,0.0,No,3.0,Willing,Placed,Junior,High
27,Female,80.15245589,75.47230723,79.62770386,Mechanical,66.51392,50.17034997,60.30780885,63.60679043,3,No,0,Not Willing,Relevant,1.635484691,7.93182207,Tier 2,Matched,Low,Not Required,30.0,No,12.0,Not Willing,Not Placed,Junior,Medium
30,Male,66.04926972,72.01438305,70.28321113,Information Technology,49.59668838,72.21963725,73.0423104,71.76577006,2,Yes,0,Not Willing,Relevant,3.138572289,10.77908184,Tier 1,Matched,High,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Low
32,Male,64.31046476,90.62757649,71.33092051,Others,66.01560925,73.74753417,45.0,82.04570445,0,Yes,1,Not Willing,Not Relevant,6.671451459,7.082716659,Tier 3,Matched,High,Not Required,0.0,No,3.0,Willing,Not Placed,Senior,Medium
21,Female,66.47973367,67.08320434,78.24011846,Computer Science,85.2295411,60.03255472,65.45926374,77.38464714,0,Yes,3,Not Willing,Not Relevant,3.874787325,4.600164127,Tier 2,Matched,Medium,Not Required,0.0,No,3.0,Not Willing,Placed,Fresher,High
27,Male,67.07521997,77.95671035,71.12630792,Information Technology,65.92210609,50.34952219,77.11541848,66.82464245,2,Yes,1,Willing,Relevant,5.881831092,4.983641555,Tier 1,Matched,Medium,Not Required,15.0,No,12.0,Not Willing,Placed,Junior,Medium
26,Male,87.71915408,63.86132004,68.42307532,Mechanical,74.06793763,61.60494453,79.58484829,85.26691296,1,No,0,Willing,Not Relevant,2.498949302,8.703810146,Tier 1,Matched,Medium,Not Required,0.0,Yes,0.0,Not Willing,Not Placed,Junior,Medium
28,Male,56.13723566,87.42192992,78.01812641,Others,78.23482659,59.16457716,62.22928694,78.22410672,1,No,2,Not Willing,Relevant,3.847870368,7.35765041,Tier 2,Matched,High,Required,30.0,No,0.0,Willing,Placed,Junior,High
27,Female,79.71388506,72.01438305,69.70767939,Information Technology,68.87848835,72.20419986,69.62993254,86.45986476,1,Yes,3,Willing,Relevant,7.507325205,9.939048959,Tier 1,Matched,Medium,Not Required,15.0,No,3.0,Not Willing,Placed,Junior,Medium
24,Male,73.52613533,70.95198144,78.41011674,Electronics,88.28330575,71.69001865,71.65812159,75.01155255,2,No,1,Willing,Not Relevant,4.05201509,8.338275302,Tier 2,Matched,Medium,Not Required,30.0,No,3.0,Not Willing,Not Placed,Junior,High
23,Male,68.36837446,72.20723658,63.63382617,Computer Science,88.56324559,57.45200479,58.69604208,84.49346233,3,Yes,0,Willing,Relevant,6.721057211,13.3350376,Tier 2,Matched,Medium,Not Required,0.0,No,6.0,Willing,Placed,Junior,High
23,Male,59.78590717,81.8513272,61.15187189,Computer Science,80.99407918,59.45230067,75.52738979,79.00232069,0,No,2,Not Willing,Relevant,5.493580301,7.533405955,Tier 1,Matched,High,Not Required,0.0,No,18.0,Willing,Not Placed,Junior,High
24,Male,80.94482589,75.84236471,82.20699455,Computer Science,79.4895921,66.18868477,65.23408089,68.20262811,2,Yes,2,Not Willing,Not Relevant,7.746143482,11.43529103,Tier 1,Matched,Medium,Not Required,0.0,No,6.0,Willing,Placed,Junior,High
29,Male,58.87477719,64.7203281,74.75538097,Mechanical,65.57218491,61.19283315,70.14034898,86.95032967,0,No,2,Willing,Relevant,3.847074453,10.2586557,Tier 2,Matched,Medium,Not Required,0.0,No,3.0,Willing,Placed,Senior,Medium
29,Male,72.56582907,74.0508681,68.74912199,Computer Science,57.05811057,68.11173098,64.74271497,56.92230535,3,No,4,Not Willing,Relevant,4.270934745,5.389542241,Tier 1,Matched,Low,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Medium
33,Female,62.43670361,61.59641414,68.25186828,Computer Science,66.11620377,63.80048104,54.01230312,96.84636068,2,No,4,Not Willing,Relevant,2.063237307,9.573189042,Tier 2,Matched,Medium,Not Required,30.0,No,6.0,Not Willing,Not Placed,Senior,Medium
22,Male,78.89364508,75.99305367,76.81112635,Electronics,92.83570797,58.93125436,45.0,66.72214425,3,No,0,Not Willing,Relevant,7.645843421,9.577912101,Tier 1,Matched,Medium,Not Required,0.0,No,3.0,Not Willing,Not Placed,Fresher,High
25,Female,63.45104267,84.07048606,85.41654207,Information Technology,64.86449873,51.3754836,57.48079557,60.55668812,1,No,1,Not Willing,Not Relevant,4.354685325,3.0,Tier 1,Matched,Medium,Not Required,0.0,No,12.0,Willing,Not Placed,Junior,Medium
21,Female,73.46074149,81.88800705,76.08174004,Electronics,53.68607644,70.48303884,70.61949668,53.26706553,2,Yes,2,Not Willing,Relevant,4.639778206,14.12007455,Tier 2,Matched,Medium,Not Required,0.0,No,6.0,Willing,Not Placed,Fresher,Medium
24,Female,67.04490683,67.9979514,72.81107749,Mechanical,76.73771141,68.31832581,72.92803244,99.9386161,0,Yes,4,Not Willing,Not Relevant,5.896554802,10.3803169,Tier 1,Matched,Medium,Not Required,0.0,No,12.0,Willing,Placed,Junior,High
22,Female,62.89327127,72.2149278,66.72321418,Electronics,82.47160198,53.33598642,60.26843983,57.48367128,1,No,1,Not Willing,Not Relevant,8.159329436,3.0,Tier 3,Matched,High,Not Required,0.0,No,0.0,Willing,Not Placed,Fresher,High
28,Male,57.95006691,72.01438305,65.89898422,Computer Science,65.05824376,63.87572621,65.03277301,63.57603554,0,Yes,0,Not Willing,Relevant,5.452249934,11.12665948,Tier 3,Not Matched,Low,Required,60.0,No,6.0,Willing,Not Placed,Junior,Medium
24,Male,77.6130187,64.37397163,61.03978708,Computer Science,67.35089797,71.15682925,76.68885117,83.59486092,1,Yes,4,Not Willing,Relevant,5.861861104,3.033764481,Tier 2,Not Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
25,Male,74.05339221,75.00290385,80.43336913,Electronics,70.23084365,79.91676381,81.46882168,100.0,2,No,1,Not Willing,Not Relevant,2.314986357,7.643723834,Tier 1,Matched,High,Not Required,15.0,No,6.0,Willing,Not Placed,Junior,Medium
31,Male,64.4169657,67.92321505,88.33784178,Electronics,66.21113508,50.76530377,81.53909651,83.13099556,0,No,0,Not Willing,Relevant,6.557491528,8.689954725,Tier 2,Matched,Medium,Not Required,0.0,Yes,3.0,Willing,Not Placed,Senior,Medium
24,Male,66.81487749,60.46186551,79.35069902,Electronics,68.12325768,70.0527775,71.2493945,73.78396178,1,Yes,1,Not Willing,Relevant,6.414502872,3.100250641,Tier 3,Matched,Medium,Required,0.0,No,3.0,Willing,Placed,Junior,Medium
25,Male,59.36062206,70.23045564,85.37795547,Mechanical,65.67813225,83.77492786,79.33405172,80.44394847,4,No,3,Not Willing,Not Relevant,5.159515018,10.55516895,Tier 1,Matched,Low,Required,60.0,No,0.0,Not Willing,Not Placed,Junior,Medium
25,Female,62.82514072,84.5959255,86.94277195,Information Technology,43.71965697,65.57484491,54.50744369,66.37687436,2,No,1,Willing,Relevant,1.846463701,3.0,Tier 2,Matched,Medium,Not Required,15.0,No,3.0,Not Willing,Not Placed,Junior,Low
25,Male,70.51408156,70.9092576,75.38033012,Computer Science,81.86311446,89.95726192,61.90945917,58.43669467,2,Yes,5,Not Willing,Not Relevant,4.598970042,9.718947939,Tier 3,Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Junior,High
31,Male,61.01399139,64.62439956,83.63670527,Computer Science,68.81220308,60.27034665,75.18439389,58.05136753,3,No,2,Not Willing,Relevant,6.717424017,3.91767518,Tier 3,Matched,Low,Not Required,15.0,No,0.0,Not Willing,Placed,Senior,Medium
23,Female,69.97121038,60.74767298,77.73142381,Mechanical,62.32908636,62.76088865,100.0,70.20535114,0,Yes,0,Willing,Not Relevant,9.314566693,4.030357818,Tier 2,Not Matched,High,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
27,Male,75.37150836,79.5459758,69.9669024,Computer Science,68.34935399,58.74832648,70.57875523,62.12869396,1,Yes,1,Not Willing,Not Relevant,4.958995113,9.711169806,Tier 1,Matched,Low,Not Required,30.0,No,3.0,Willing,Not Placed,Junior,Medium
23,Female,71.34596368,78.77339091,61.62229112,Information Technology,77.38068,71.89631172,56.99147342,96.03383559,1,Yes,0,Not Willing,Relevant,3.037637844,6.80965375,Tier 1,Not Matched,Low,Not Required,30.0,No,0.0,Willing,Placed,Junior,High
22,Male,59.06615378,74.96662252,69.81028436,Electronics,68.12553968,61.48448494,59.98896793,56.09661553,1,Yes,4,Not Willing,Relevant,4.896775632,9.9114482,Tier 1,Matched,Medium,Not Required,60.0,No,0.0,Willing,Placed,Fresher,Medium
23,Male,69.77573312,68.0134959,73.92792099,Electronics,89.55419256,65.09541256,63.40786172,88.22161872,0,Yes,1,Not Willing,Not Relevant,5.289154076,11.90889545,Tier 1,Not Matched,Medium,Not Required,0.0,No,0.0,Not Willing,Not Placed,Junior,High
31,Female,83.12916701,82.45564491,81.01385211,Mechanical,61.61580778,70.72175458,59.01561966,62.53185916,1,Yes,2,Not Willing,Not Relevant,4.423630039,10.06019834,Tier 1,Matched,Medium,Not Required,90.0,No,0.0,Willing,Not Placed,Senior,Medium
23,Male,81.57135401,75.33504848,63.74808281,Electronics,70.69465664,53.97664119,66.70640052,89.96060863,3,No,0,Not Willing,Relevant,4.050076513,8.075615485,Tier 1,Matched,Medium,Not Required,30.0,No,0.0,Not Willing,Not Placed,Junior,Medium
28,Male,67.53837874,73.72826239,75.70224523,Information Technology,71.52920054,58.37631805,62.18815898,66.80665724,0,No,0,Not Willing,Relevant,5.899142053,14.33142326,Tier 1,Matched,Low,Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
24,Female,66.11181112,74.45446145,75.5209623,Others,88.55480559,77.80639718,72.2761781,77.7723388,1,No,1,Not Willing,Relevant,6.681529649,6.845939513,Tier 2,Matched,Low,Not Required,30.0,No,3.0,Willing,Placed,Junior,High
23,Male,76.36025001,72.87588972,74.4609977,Computer Science,74.72885244,65.90367944,78.31014962,70.76367603,2,No,2,Not Willing,Relevant,6.259042821,10.82255388,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
30,Male,69.97121038,66.65376894,86.64329188,Computer Science,76.78841628,56.77719955,65.25650819,52.51963269,1,Yes,1,Not Willing,Relevant,2.929974471,7.892649278,Tier 1,Matched,High,Required,0.0,No,0.0,Not Willing,Not Placed,Senior,High
25,Male,58.0345929,59.75276788,79.89103487,Computer Science,44.90187646,65.08605529,67.50222315,69.9130538,0,No,0,Not Willing,Relevant,1.530605912,10.21118673,Tier 1,Not Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Low
24,Male,73.89906586,64.9054619,78.21967758,Information Technology,68.80907968,76.57949592,56.95469807,79.44975718,0,Yes,3,Willing,Relevant,4.82724432,13.54646384,Tier 3,Not Matched,Low,Required,90.0,No,0.0,Willing,Not Placed,Junior,Medium
29,Female,63.40821164,59.58479009,71.8460125,Electronics,73.23932195,59.98789579,55.1555352,99.91503035,0,No,3,Not Willing,Relevant,6.21143381,7.941948457,Tier 2,Matched,Low,Not Required,0.0,No,6.0,Not Willing,Placed,Senior,Medium
28,Female,66.46403246,78.45539413,68.4305391,Electronics,87.88852681,76.46547168,70.19158434,63.98574206,0,No,0,Not Willing,Not Relevant,2.08665987,8.652890272,Tier 1,Matched,Medium,Not Required,0.0,No,12.0,Willing,Not Placed,Junior,High
31,Female,70.10401013,59.39921521,85.16051113,Mechanical,43.26875691,46.94490388,73.52750291,64.22051731,5,No,1,Not Willing,Not Relevant,7.322999971,6.408489197,Tier 2,Matched,Low,Not Required,0.0,No,3.0,Willing,Not Placed,Senior,Low
27,Female,65.1357607,72.01438305,90.09421179,Mechanical,55.13010886,60.66161899,65.32576175,45.0,2,Yes,2,Not Willing,Relevant,3.181143676,9.70879465,Tier 3,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
28,Female,75.72296998,71.13686061,69.7228479,Electronics,69.03877503,56.41092885,60.65934244,78.12821407,1,No,0,Willing,Not Relevant,3.717129333,8.465173177,Tier 1,Matched,High,Not Required,15.0,Yes,6.0,Willing,Not Placed,Junior,Medium
33,Male,69.97121038,74.11491094,65.95984828,Computer Science,90.14411085,77.45174993,70.72142263,63.1502698,2,Yes,3,Willing,Relevant,6.865648097,11.05260229,Tier 2,Not Matched,Medium,Not Required,90.0,No,0.0,Willing,Placed,Senior,High
25,Male,75.70759097,76.36695898,80.41141568,Mechanical,73.26003239,55.08889232,71.77673592,76.92861942,1,Yes,0,Willing,Relevant,1.761888283,7.376423593,Tier 2,Not Matched,Medium,Required,15.0,No,3.0,Willing,Not Placed,Junior,Medium
24,Female,80.29456058,75.66582576,80.15326137,Electronics,80.2493802,59.58827016,75.60407761,100.0,0,Yes,4,Not Willing,Relevant,3.731435191,9.610042419,Tier 2,Matched,Low,Not Required,60.0,No,0.0,Willing,Placed,Junior,High
27,Female,69.37847282,60.18465326,79.98778206,Others,85.50687452,50.64269582,76.7406391,47.20902104,2,No,2,Not Willing,Not Relevant,6.0326696,12.13284428,Tier 1,Not Matched,Low,Required,0.0,No,0.0,Willing,Not Placed,Junior,High
21,Male,63.92766076,65.24710866,76.32500561,Mechanical,60.70805402,59.95882439,54.14447495,65.67807211,1,Yes,1,Not Willing,Not Relevant,8.721207753,12.88127344,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Fresher,Medium
26,Female,62.27230868,71.0412823,72.45306176,Mechanical,75.3567245,81.80374361,65.32538426,68.57312296,0,Yes,3,Not Willing,Not Relevant,5.18139878,8.346636611,Tier 1,Matched,Medium,Not Required,15.0,No,0.0,Willing,Placed,Junior,High
28,Female,61.5344257,75.12148833,69.80739657,Computer Science,40.0,61.40209124,67.56109849,88.12688692,1,No,0,Not Willing,Relevant,5.031748847,3.610317386,Tier 1,Matched,Medium,Not Required,15.0,Yes,0.0,Willing,Not Placed,Junior,Low
27,Male,58.27542825,90.47453363,74.59659254,Mechanical,89.93695598,71.72863068,50.27973487,89.64281702,0,No,1,Not Willing,Not Relevant,7.533691798,3.0,Tier 2,Matched,Medium,Required,15.0,No,3.0,Not Willing,Placed,Junior,High
22,Male,61.54730866,69.11355116,65.20173167,Others,65.03796265,61.27621246,48.64344438,48.75235779,2,Yes,4,Not Willing,Relevant,5.646619695,6.216403412,Tier 3,Matched,Medium,Not Required,90.0,Yes,0.0,Willing,Not Placed,Fresher,Medium
34,Female,74.1803247,59.65106189,74.20674095,Electronics,83.70953174,56.82252155,59.20645419,71.03721399,0,Yes,2,Not Willing,Relevant,4.970034469,3.0,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
33,Female,68.74220446,81.13350575,74.73733189,Mechanical,61.83213972,74.13225072,70.45773794,85.66856104,0,Yes,0,Not Willing,Relevant,1.0,3.857509162,Tier 2,Matched,High,Not Required,30.0,No,0.0,Willing,Not Placed,Senior,Medium
34,Male,75.61296542,57.93162258,76.89640307,Computer Science,76.97126658,72.87588373,56.97507121,72.15385598,0,No,1,Not Willing,Not Relevant,1.378394525,9.13402565,Tier 1,Matched,Low,Not Required,0.0,Yes,0.0,Not Willing,Not Placed,Senior,High
27,Female,58.79884103,69.77844514,77.70247234,Others,50.31927211,68.34014117,49.14371402,66.7836804,3,Yes,2,Not Willing,Relevant,4.041030697,3.0,Tier 1,Not Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,Medium
33,Female,65.94995014,69.59310314,70.23587227,Mechanical,73.41434658,54.37806761,69.96308451,72.56029585,2,Yes,1,Willing,Relevant,6.290265496,9.751099038,Tier 2,Matched,Low,Not Required,60.0,No,18.0,Not Willing,Not Placed,Senior,Medium
26,Male,92.81717792,70.59334821,86.06577246,Computer Science,65.36174391,74.6896041,52.49469009,50.62856816,2,Yes,1,Willing,Not Relevant,3.626556581,9.539387187,Tier 1,Matched,Low,Not Required,60.0,No,0.0,Willing,Not Placed,Junior,Medium
33,Female,80.8742752,57.12520274,80.12952586,Computer Science,74.25335994,65.27119092,65.0237893,76.01808369,2,No,0,Not Willing,Relevant,2.454414437,3.781826387,Tier 3,Matched,Low,Not Required,15.0,Yes,0.0,Not Willing,Not Placed,Senior,Medium
25,Female,88.94146843,64.29482504,72.19005803,Computer Science,74.80385971,81.41271729,55.67599656,69.54368374,0,No,0,Not Willing,Not Relevant,6.274462429,5.247309332,Tier 2,Matched,Medium,Not Required,15.0,No,6.0,Willing,Not Placed,Junior,Medium
24,Female,85.04624258,68.08072614,61.18730834,Mechanical,81.27279939,56.30391351,71.08027429,85.67412071,0,Yes,0,Willing,Relevant,1.734294267,3.0,Tier 3,Not Matched,Low,Required,0.0,No,12.0,Willing,Not Placed,Junior,High
21,Male,69.38247163,69.1760109,74.54464424,Electronics,74.21425582,62.46531602,83.26386363,74.55849235,3,Yes,5,Not Willing,Relevant,2.926828575,12.26969416,Tier 3,Matched,High,Not Required,0.0,No,3.0,Willing,Placed,Fresher,Medium
33,Male,72.02715565,69.81819714,87.56395926,Computer Science,48.12866674,63.16917068,72.93667413,65.69064563,1,No,0,Not Willing,Relevant,3.862092567,3.0,Tier 1,Not Matched,High,Not Required,30.0,Yes,3.0,Willing,Not Placed,Senior,Low
22,Male,70.81046593,65.81477985,72.62059312,Others,60.11318374,66.08238329,68.57046581,92.53215177,1,No,1,Not Willing,Relevant,2.082674201,7.412805031,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Fresher,Medium
27,Female,65.50481127,87.08493671,69.41359859,Information Technology,67.43744277,76.56334786,75.19180836,74.41866922,2,Yes,0,Not Willing,Relevant,3.459198488,8.66555886,Tier 3,Matched,Medium,Not Required,15.0,No,12.0,Not Willing,Not Placed,Junior,Medium
30,Female,82.78257957,71.42915838,75.78962092,Electronics,57.95258913,47.05290183,70.66033694,75.26331086,4,No,3,Not Willing,Relevant,1.942118523,11.66334611,Tier 2,Matched,Low,Not Required,0.0,Yes,3.0,Willing,Not Placed,Senior,Medium
23,Female,78.78796554,68.00611311,79.37577251,Computer Science,85.85923729,58.59239493,61.96593946,62.27722035,1,Yes,2,Not Willing,Relevant,2.484857271,5.907618425,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Junior,High
25,Male,79.95875186,73.80298344,73.10860533,Information Technology,55.35961518,53.7341805,73.28271974,53.28403407,0,Yes,1,Not Willing,Not Relevant,4.169110514,8.635323713,Tier 3,Not Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
28,Female,60.24074089,69.57878914,66.74396901,Others,68.3579617,53.61378195,65.94669164,75.05385865,0,Yes,1,Willing,Not Relevant,4.626636199,4.305197429,Tier 1,Matched,Medium,Not Required,30.0,No,0.0,Willing,Placed,Junior,Medium
33,Male,64.10201198,82.88744868,73.50615017,Mechanical,79.26971243,81.94239468,67.53495471,100.0,2,Yes,2,Not Willing,Not Relevant,1.960389088,3.996193262,Tier 3,Not Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
33,Female,72.06634719,65.38117455,81.68043377,Mechanical,59.76825593,65.33953098,53.20379832,66.83260777,1,Yes,4,Willing,Relevant,4.578938176,11.77061451,Tier 2,Not Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Senior,Medium
28,Female,60.42494852,68.24536784,75.17977458,Computer Science,75.28998754,52.94994447,84.32595832,66.82711263,2,Yes,3,Willing,Relevant,4.407865697,8.310850185,Tier 2,Not Matched,Medium,Not Required,15.0,No,3.0,Not Willing,Placed,Junior,High
26,Male,69.81908062,68.16258788,68.89683984,Information Technology,55.21411581,47.47045526,62.78563563,84.39094724,2,No,4,Not Willing,Relevant,5.438180826,11.60663314,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
25,Female,59.37938232,61.54108334,83.38830612,Computer Science,79.85005596,57.05126751,74.28555728,84.84148164,4,Yes,0,Not Willing,Relevant,5.513366882,9.467377679,Tier 2,Matched,Medium,Not Required,15.0,No,0.0,Not Willing,Placed,Junior,High
33,Female,59.87219128,72.69666858,61.46063372,Computer Science,60.06937013,66.67563735,71.02054525,77.83100942,1,No,4,Not Willing,Not Relevant,1.0,10.83583112,Tier 1,Matched,Low,Not Required,0.0,Yes,0.0,Not Willing,Not Placed,Senior,Medium
22,Male,82.80748039,75.56475998,64.92024367,Information Technology,91.14081319,58.84927861,77.63484192,69.56236514,1,Yes,0,Not Willing,Not Relevant,5.887159958,5.750807675,Tier 2,Matched,High,Not Required,90.0,No,12.0,Willing,Not Placed,Fresher,High
29,Female,89.82155327,50.0,67.98725228,Electronics,72.90845546,56.56540773,58.21368267,50.13242701,1,Yes,3,Not Willing,Not Relevant,2.513979497,11.16632938,Tier 2,Not Matched,Low,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Medium
21,Female,77.57065216,78.9513523,74.03078154,Electronics,74.35321834,70.78440643,62.24649609,72.48647499,2,No,3,Not Willing,Relevant,8.6496188,8.943850702,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Not Willing,Placed,Fresher,Medium
31,Female,65.05699622,82.66963296,80.73448917,Electronics,57.18636772,74.9063148,67.91235759,60.37416685,3,No,0,Not Willing,Relevant,1.0,8.844420537,Tier 1,Matched,Low,Not Required,0.0,No,0.0,Willing,Not Placed,Senior,Medium
22,Female,69.08095199,85.21725721,78.44560689,Computer Science,68.0662141,54.81331703,71.39266455,80.86405181,1,Yes,2,Willing,Not Relevant,3.006704507,3.0,Tier 2,Not Matched,Low,Required,15.0,No,0.0,Not Willing,Not Placed,Fresher,Medium
